ip_size,time,found
2990000,0.0052077,0
3000000,0.00511521,0
3010000,0.005098,0
3020000,0.00243814,1
3030000,0.00524392,0
3040000,0.00520466,0
3050000,0.00515213,0
3060000,0.00524544,0
3070000,0.00517399,0
3080000,0.00316989,1
3090000,0.00527554,0
3100000,0.00523583,0
3110000,0.00531242,0
3120000,0.00519185,0
3130000,0.00521858,0
3140000,0.0054444,0
3150000,0.00526451,0
3160000,0.000229117,1
3170000,0.00529035,0
3180000,0.00534801,0
3190000,0.00518954,0
3200000,0.00537322,0
3210000,0.00535053,0
3220000,0.0054703,0
3230000,0.00213627,1
3240000,0.00549612,0
3250000,0.00450667,1
3260000,0.000172665,1
3270000,0.000578101,1
3280000,0.00536044,0
3290000,0.00565532,0
3300000,0.00569661,0
3310000,0.00335832,1
3320000,0.00575708,0
3330000,0.0015481,1
3340000,0.00129765,1
3350000,0.00360556,1
3360000,0.00473254,1
3370000,0.00570495,0
3380000,0.00595633,0
3390000,0.00388917,1
3400000,0.00556197,0
3410000,0.0044608,1
3420000,0.00593853,0
3430000,0.00593352,0
3440000,0.00370413,1
3450000,0.000866643,1
3460000,0.00297189,1
3470000,0.00579783,0
3480000,0.00604373,0
3490000,0.00602063,0
3500000,0.00600113,0
3510000,0.00598793,0
3520000,0.00598093,0
3530000,0.00599726,0
3540000,0.00656013,0
3550000,0.00615396,0
3560000,0.0058656,0
3570000,0.00614382,0
3580000,0.0060359,0
3590000,0.00618525,0
3600000,0.00607861,0
3610000,0.00612167,0
3620000,0.00627868,0
3630000,0.000906382,1
3640000,0.00317909,1
3650000,0.00637273,0
3660000,0.00638331,0
3670000,0.00624774,0
3680000,0.00639619,0
3690000,0.00643428,0
3700000,0.00652841,0
3710000,0.00643785,0
3720000,0.00627783,0
3730000,0.00655779,0
3740000,0.00645255,0
3750000,0.00347176,1
3760000,0.00630771,0
3770000,0.0064391,0
3780000,0.00365991,1
3790000,0.00652786,0
3800000,0.0026049,1
3810000,0.00661596,0
3820000,0.00507062,1
3830000,0.000143199,1
3840000,0.00650796,0
3850000,0.00670483,0
3860000,0.006334,0
3870000,0.000752888,1
3880000,0.00655302,0
3890000,0.00591475,1
3900000,0.00650828,0
3910000,0.00678819,0
3920000,0.00683183,0
3930000,0.00345083,1
3940000,0.00686603,0
3950000,0.0069581,0
3960000,0.0012975,1
3970000,0.00690603,0
3980000,0.00681769,0
3990000,0.0068835,0
4000000,0.0068614,0
4010000,0.00562694,1
4020000,0.00700506,0
4030000,0.00386255,1
4040000,0.00696095,0
4050000,0.00635344,1
4060000,0.00244378,1
4070000,0.00701477,0
4080000,0.00712292,0
4090000,0.00709557,0
4100000,0.00699757,0
4110000,0.00263297,1
4120000,0.0071822,0
4130000,0.00700262,0
4140000,0.00722929,0
4150000,0.0036259,1
4160000,0.007271,0
4170000,0.00744331,0
4180000,0.00650873,1
4190000,0.00724646,0
4200000,0.00742444,0
4210000,0.00125537,1
4220000,0.00731961,0
4230000,0.00724056,0
4240000,0.00710717,0
4250000,0.00195665,1
4260000,0.00541429,1
4270000,0.00625365,1
4280000,0.00722192,0
4290000,0.000440451,1
4300000,0.000201288,1
4310000,0.00700927,1
4320000,0.00732254,0
4330000,0.00952972,1
4340000,0.00745894,0
4350000,0.00719159,0
4360000,0.00747909,0
4370000,0.00707227,1
4380000,0.00518507,1
4390000,0.00229051,1
4400000,0.00754838,0
4410000,0.00742702,0
4420000,0.00758059,0
4430000,0.00020791,1
4440000,0.00689158,1
4450000,0.00783523,0
4460000,0.00321706,1
4470000,0.00756058,0
4480000,0.00497369,1
4490000,0.00613923,1
4500000,0.00774274,0
4510000,0.00784706,0
4520000,0.00775041,0
4530000,0.00778523,0
4540000,0.00776667,0
4550000,0.00782507,0
4560000,0.00783347,0
4570000,0.00791719,0
4580000,0.00900417,0
4590000,0.00771706,0
4600000,0.00776413,0
4610000,0.00245484,1
4620000,0.00784815,0
4630000,0.0078762,0
4640000,0.00122017,1
4650000,0.00836885,0
4660000,0.00814209,0
4670000,0.00814308,0
4680000,0.000533317,1
4690000,0.00351671,1
4700000,0.00802479,0
4710000,0.00795909,0
4720000,0.0081149,0
4730000,0.00595323,1
4740000,0.00280221,1
4750000,0.00815605,0
4760000,0.00830246,0
4770000,0.00816961,0
4780000,0.00106702,1
4790000,0.0078768,1
4800000,0.00815512,0
4810000,0.008407,0
4820000,0.00814958,0
4830000,0.00294313,1
4840000,0.00812041,0
4850000,0.00817918,0
4860000,0.00829302,0
4870000,0.00847365,0
4880000,0.00852648,0
4890000,0.00857673,0
4900000,0.00853542,0
4910000,0.00836994,0
4920000,0.00562606,1
4930000,0.0084677,0
4940000,0.00833588,0
4950000,0.00823496,0
4960000,0.00866136,0
4970000,0.00756142,1
4980000,0.00854725,0
4990000,0.00286093,1
5000000,0.00856814,0
