ip_size,time,found
2940000,0.00480016,1
2950000,0.00488583,1
2960000,0.00516269,1
2970000,0.00606948,0
2980000,0.00547433,0
2990000,0.0048088,0
3000000,0.0058144,0
3010000,0.00553991,0
3020000,0.00551559,1
3030000,0.00519597,0
3040000,0.00512898,0
3050000,0.00499541,0
3060000,0.0050978,0
3070000,0.00559033,0
3080000,0.00556532,1
3090000,0.00530795,0
3100000,0.0057569,0
3110000,0.00560448,0
3120000,0.00641218,0
3130000,0.00584142,0
3140000,0.00568422,0
3150000,0.00558113,0
3160000,0.00514686,1
3170000,0.00543918,0
3180000,0.00608493,0
3190000,0.00550155,0
3200000,0.00601205,0
3210000,0.00540438,0
3220000,0.00522644,0
3230000,0.00515763,1
3240000,0.00572824,0
3250000,0.00571449,1
3260000,0.00581487,1
3270000,0.00461445,1
3280000,0.00539813,0
3290000,0.0054051,0
3300000,0.00541082,0
3310000,0.00575174,1
3320000,0.00581102,0
3330000,0.00562284,1
3340000,0.00576211,1
3350000,0.00561355,1
3360000,0.00528659,1
3370000,0.00552592,0
3380000,0.00594039,0
3390000,0.00545126,1
3400000,0.00546867,0
3410000,0.00592841,1
3420000,0.00603952,0
3430000,0.00583593,0
3440000,0.00601743,1
3450000,0.00667056,1
3460000,0.00670148,1
3470000,0.00592682,0
3480000,0.00594322,0
3490000,0.0057651,0
3500000,0.00686999,0
3510000,0.00615865,0
3520000,0.00584976,0
3530000,0.00587893,0
3540000,0.00623419,0
3550000,0.00576255,0
3560000,0.00626872,0
3570000,0.00643502,0
3580000,0.00591792,0
3590000,0.00580995,0
3600000,0.0060025,0
3610000,0.00626656,0
3620000,0.00645785,0
3630000,0.00601715,1
3640000,0.00648088,1
3650000,0.00599096,0
3660000,0.00640229,0
3670000,0.00607373,0
3680000,0.00621441,0
3690000,0.0065835,0
3700000,0.00618393,0
3710000,0.00624159,0
3720000,0.00597149,0
3730000,0.00654719,0
3740000,0.00440058,0
3750000,0.00683175,1
3760000,0.0107319,0
3770000,0.00525729,0
3780000,0.00711079,1
3790000,0.00970599,0
3800000,0.00661997,1
3810000,0.00760256,0
3820000,0.00603629,1
3830000,0.00722511,1
3840000,0.0039199,0
3850000,0.00851133,0
3860000,0.00625471,0
3870000,0.00521704,1
3880000,0.00617944,0
3890000,0.00666964,1
3900000,0.00651914,0
3910000,0.00627254,0
3920000,0.00719578,0
3930000,0.00653145,1
3940000,0.00659242,0
3950000,0.0086882,0
3960000,0.0073137,1
3970000,0.00693415,0
3980000,0.00648055,0
3990000,0.00745039,0
4000000,0.00661714,0
4010000,0.00480307,1
4020000,0.00650837,0
4030000,0.00688843,1
4040000,0.00705207,0
4050000,0.00664024,1
4060000,0.00435425,1
4070000,0.00702813,0
4080000,0.00657832,0
4090000,0.0065456,0
4100000,0.0064307,0
4110000,0.00563103,1
4120000,0.00659447,0
4130000,0.00722054,0
4140000,0.00834305,0
4150000,0.00663934,1
4160000,0.00682962,0
4170000,0.00697654,0
4180000,0.00962103,1
4190000,0.00789115,0
4200000,0.00719559,0
4210000,0.00800523,1
4220000,0.00755977,0
4230000,0.00678099,0
4240000,0.00678194,0
4250000,0.00663851,1
4260000,0.00676977,1
4270000,0.00675998,1
4280000,0.00447631,0
4290000,0.0067122,1
4300000,0.00757878,1
4310000,0.00669052,1
4320000,0.0075273,0
4330000,0.00619658,1
4340000,0.00705532,0
4350000,0.00750896,0
4360000,0.00662766,0
4370000,0.00735387,1
4380000,0.0117691,1
4390000,0.00721752,1
4400000,0.00678056,0
4410000,0.00741037,0
4420000,0.00737834,0
4430000,0.00748325,1
4440000,0.0080394,1
4450000,0.00711691,0
4460000,0.00696558,1
4470000,0.00759375,0
4480000,0.00701996,1
4490000,0.0078951,1
4500000,0.00826358,0
4510000,0.00767534,0
4520000,0.00713,0
4530000,0.00773897,0
4540000,0.00780436,0
4550000,0.00753031,0
4560000,0.00812547,0
4570000,0.00792887,0
4580000,0.0103727,0
4590000,0.00728541,0
4600000,0.00715899,0
4610000,0.0072645,1
4620000,0.00917419,0
4630000,0.00685946,0
4640000,0.00705786,1
4650000,0.00775912,0
4660000,0.0072656,0
4670000,0.0077138,0
4680000,0.00816779,1
4690000,0.00758698,1
4700000,0.00824568,0
4710000,0.00753523,0
4720000,0.00777208,0
4730000,0.0131627,1
4740000,0.00734249,1
4750000,0.00815813,0
4760000,0.00798511,0
4770000,0.00760648,0
4780000,0.00757734,1
4790000,0.00738407,1
4800000,0.00754816,0
4810000,0.0075729,0
4820000,0.00762653,0
4830000,0.00800335,1
4840000,0.00763147,0
4850000,0.00817169,0
4860000,0.00763847,0
4870000,0.00833869,0
4880000,0.00771658,0
4890000,0.00800042,0
4900000,0.00796449,0
4910000,0.00887643,0
4920000,0.00688579,1
4930000,0.00808213,0
4940000,0.00820829,0
4950000,0.00828855,0
4960000,0.00775946,0
4970000,0.00780582,1
4980000,0.00825184,0
4990000,0.00801193,1
5000000,0.00900169,0
